X,avg_log2FC,pct.1,pct.2,p_val_adj
B3galt4,-0.56432976,0.008,0.013,1
Olfr872,0.704494535,0.003,0.002,1
Adgrg7,0.79835345,0.002,0.001,1
Nr2f2,1.647426679,0.015,0.007,1
Lrcol1,0.10789944,0.001,0.001,1
Cyp2c67,0,0,0,1
Best2,0,0,0,1
Fcgr2b,0.460380532,0,0.001,1
Car1,0,0,0,1
Defb19,0,0,0,1
Olfr729,0,0,0,1
Pxdc1,0.517572528,0.003,0.004,1
Pcdhb13,0.161501156,0.005,0.006,1
Id3,-0.466563867,0.001,0.003,1
Tcp10b,0.923340011,0.017,0.008,1
Cldn23,-0.378360385,0.009,0.011,1
Pard3bos1,-0.475982118,0,0.001,1
Ccl2,0.879185343,0.007,0.003,1
Spata3,-0.641120565,0.001,0.002,1
Ifitm6,0,0,0,1
Kif16bos,-0.288889573,0.002,0.004,1
Lmod3,-0.406934802,0.002,0.003,1
Lrig3,0.424675864,0.003,0.004,1
Vmn2r92,1.260952028,0.002,0.001,1
Ebf2,0.613159069,0.001,0.003,1
C2,-0.38400371,0.025,0.036,1
Vmn1r35,0,0,0,1
Htr3b,0.230229992,0,0.001,1
Rimbp3,0.687518175,0.003,0.002,1
Vmn2r77,0.57404163,0.001,0.001,1
Ccl4,0.260819015,0,0.001,1
Wfdc8,-0.235483473,0.006,0.008,1
Mup18,0,0,0,1
Ppp3r2,-0.843120816,0,0.004,1
Vmn2r20,1.089753378,0.002,0.001,1
Ffar4,0,0,0,1
Tnfrsf14,0.829041701,0.003,0.002,1
Rasd1,0.465904026,0.003,0.004,1
Hspb7,0.890504553,0.002,0.001,1
Traj27,-0.053097645,0.014,0.015,1
Mbd3l2,0.783379631,0.009,0.005,1
Runx3,-0.510711253,0.003,0.004,1
Scarf2,1.204811867,0.002,0.001,1
Tonsl,0.761619107,0.014,0.01,1
R3hdml,0,0,0,1
Cdca5,-1.032797081,0.001,0.002,1
Abca1,0.313163504,0.109,0.103,1
Gabrr1,0.432540115,0.001,0.001,1
Olfr1274-ps,0,0,0,1
Adap2os,0.257532422,0.002,0.002,1
Tmem132cos,-0.125153103,0,0.001,1
Mug2,0,0,0,1
Chat,0,0,0,1
Gldnos,-1.738545019,0,0.007,1
Tbata,-0.038450449,0.01,0.009,1
Cdh17,-1.093212684,0,0.004,1
Antxrl,2.094827911,0.006,0.001,1
Pstpip1,-0.015267649,0.015,0.024,1
Olfr1116,0,0,0,1
Fcgr4,-0.275449184,0.001,0.002,1
Trh,-0.523492031,0.001,0.004,1
Als2cl,0.402839104,0,0.001,1
mt-Atp8,0.666781142,0.001,0.002,1
Gas2l2,-0.411818032,0.003,0.014,1
Ins2,-0.931153221,0,0.001,1
Olfr250,0.68118719,0.002,0.002,1
Hist1h2ap,1.597650458,0.01,0.006,1
Ap5b1,2.1287655,0.007,0.001,1
Arc,0.971933297,0.262,0.155,2.13246E-06
Crhbp,0.625860076,0.002,0.001,1
Cpne2,0.836406672,0.031,0.019,1
Uts2,0.090379414,0.003,0.005,1
Npas4,-0.400323258,0.149,0.234,0.090404849
Eva1a,0.305653627,0.002,0.001,1
Trim30c,0.987191985,0.002,0.001,1
Foxr1,0,0,0,1
Zc2hc1c,0.387205418,0.011,0.006,1
Hpca,0.261264578,0.058,0.059,1
Arhgap27os1,-0.125525985,0.001,0.001,1
Vmn2r83,0.052612268,0.006,0.006,1
Egr1,-0.122302683,0.222,0.256,1
Fam71e2,1.039018106,0.003,0.001,1
Pcdhb15,-0.677936418,0.007,0.014,1
C4b,0,0,0,1
Lrp4,0.585220813,0.002,0.002,1
Camk2d,0.689765294,0.054,0.039,1
Olfr73,0.264835641,0.015,0.013,1
Rhoh,0.23057326,0.001,0.002,1
Smtn,0.161610853,0.001,0.002,1
Ccl19,0.407443119,0.009,0.006,1
Ano1,0.981709147,0.01,0.004,1
Awat1,0,0,0,1
Trim67,-0.031858042,0.014,0.014,1
Sit1,0,0,0,1
Sult2a6,0,0,0,1
Gpr174,1.870045683,0.005,0,1
Lrp2,-0.45437192,0.002,0.004,1
Fam149a,0.827552785,0.015,0.01,1
Olfr732,0.197486023,0,0.001,1
Ildr1,0.648175478,0.002,0.001,1
Smim5,-1.965759205,0,0.008,1
Klhdc9,-0.713932148,0.042,0.069,1
Vnn1,0,0,0,1
Bcas1,1.403995406,0.007,0.006,1
Cyp26c1,0.859407905,0.001,0.001,1
Oasl1,0,0,0,1
Hrg,0,0,0,1
Plac8,0,0,0,1
Obox1,0.258596647,0.001,0.001,1
Egr3,0.362828522,0.133,0.126,1
Lpo,0.218534936,0,0.001,1
Tmprss11f,0.544241434,0.009,0.004,1
Kbtbd8os,-0.829970996,0.001,0.006,1
Smim6,-1.677783174,0.001,0.008,1
Rp1l1,1.267628401,0.003,0.001,1
Rpp25,0,0,0,1
Spata31d1d,-1.314550674,0,0.005,1
Ssmem1,-0.268220662,0.001,0.002,1
Scn4a,0,0,0,1
Tbx21,-0.323698653,0,0.002,1
Nfatc4,1.388511715,0.002,0.001,1
Sst,-0.533297837,0.005,0.008,1
Sgo2a,-0.890522715,0.008,0.014,1
Mc1r,-0.288191486,0.007,0.013,1
Ssx9,1.209540161,0.003,0.003,1
Spic,0,0,0,1
Traj18,0,0,0,1
Ermap,-0.347722813,0,0.001,1
Lypd6,0.525689971,0.005,0.004,1
Galntl5,-0.552749346,0.001,0.004,1
Wscd1,0.283688483,0.013,0.011,1
Rinl,1.004117444,0.022,0.012,1
Ccl6,0.66713789,0.001,0.001,1
Wfikkn1,0.091347579,0.007,0.006,1
Slc2a7,0,0,0,1
Trp53i11,0.042235982,0.006,0.006,1
Epcam,-0.786037223,0.002,0.002,1
Vmn1r229,0,0,0,1
Tspear,1.363714989,0.003,0.001,1
Ampd1,0.014968864,0.005,0.004,1
Cutal,-0.152717249,0.001,0.002,1
Olfr1432,-0.022976101,0.001,0.003,1
Cdh3,0.709546145,0.001,0.001,1
Dleu7,0.0933505,0.01,0.011,1
Cdcp2,0.638454542,0.001,0.001,1
Aoc3,0.085568829,0,0.001,1
Avpr2,0,0,0,1
Cps1,0.018936618,0,0.001,1
Aadac,0,0,0,1
Tssk6,0,0,0,1
Gchfr,0.125063388,0.002,0.002,1
Pin1rt1,0.145331622,0.005,0.007,1
Siglech,1.615200642,0.003,0.001,1
Nr5a1,0.526625643,0.001,0.001,1
Fam24b,-0.250246938,0.001,0.004,1
Olfr1238,0.092181651,0.002,0.002,1
Fam124b,1.213471468,0.003,0.001,1
Icos,-0.030777062,0.002,0.005,1
Galr1,0.938602094,0.001,0.001,1
Fcer1g,-0.332061902,0.007,0.009,1
Olfr39,0.530619749,0.001,0.001,1
Fosl2,0.260443121,0.103,0.088,1
Ankrd63,0.716713118,0.001,0.001,1
Slc22a20,-0.169080991,0.003,0.003,1
Iba57,0.148540076,0.017,0.014,1
Plac8l1,0.464106182,0.008,0.011,1
Morn5,1.688231237,0.009,0.004,1
Speer4cos,0,0,0,1
Pla2g1b,0,0,0,1
Syne3,-0.033505832,0.024,0.028,1
Mmp12,1.184643589,0.006,0.003,1
Mettl7a2,0.356054534,0.001,0.002,1
Col6a6,0.163683601,0.003,0.004,1
Lce1c,-0.703851553,0.001,0.003,1
Muc15,-0.603459955,0.328,0.403,0.07745687
C6,0.7836619,0.003,0.001,1
Tagln2,-0.210671532,0.002,0.004,1
Pnliprp2,1.00762068,0.007,0.004,1
Olfr204,0.084571435,0,0.001,1
Fam186a,-0.605384454,0.001,0.005,1
Unc5cl,-0.675077764,0.001,0.003,1
Ifi44,0.835539629,0.01,0.008,1
Olfr825,0,0,0,1
Prr36,-1.593056767,0.015,0.036,1
Pald1,-0.788863523,0.041,0.057,1
Olfr1346,0.679560131,0.002,0.001,1
Catsper4,1.013061964,0.001,0.001,1
Foxd2os,0.534408233,0.001,0.001,1
Zdhhc11,-0.761795251,0,0.004,1
Scml2,0.059843697,0.011,0.013,1
Vmn2r88,0,0,0,1
Psd4,-0.692454606,0,0.003,1
Prr18,1.426643935,0.01,0.001,1
Lama5,-0.365784409,0.008,0.011,1
Tspan18,0.923389108,0.001,0,1
Aplnr,0.22097849,0.005,0.003,1
Gpr165,1.14231422,0.009,0.005,1
Atp6v1c2,0.480100228,0.006,0.003,1
St6galnac2,0.02940902,0.041,0.043,1
Kcnk18,0.016179124,0.01,0.015,1
Afm,-0.390342055,0,0.001,1
Dock8,-0.771537722,0.015,0.019,1
Tmem45a,0.867319641,0.002,0.001,1
Nt5c1a,-0.408490163,0.019,0.032,1
Tmem249,0,0,0,1
Ifi203,1.513344517,0.007,0.004,1
Lfng,0,0,0,1
Drr1,1.158416348,0.001,0,1
Hba-a1,-0.250117354,0.002,0.004,1
Ccdc80,-0.04875867,0.005,0.006,1
Vmn2r100,0,0,0,1
Dmrt1,0.489131867,0.003,0.001,1
Melk,-0.080914094,0.01,0.008,1
Trim54,0,0,0,1
Dbil5,1.063846385,0.005,0.003,1
Edn1,0.992496024,0.001,0,1
Smco2,1.114369748,0.003,0.001,1
Zdhhc19,0.098616236,0.009,0.008,1
Tmem236,-0.37918171,0.006,0.011,1
Chrna5,-0.456577557,0.001,0.005,1
Cdkn2b,0.252096085,0.006,0.003,1
Adamts19,0.764480433,0.021,0.012,1
Ltb4r1,0.101897166,0,0.001,1
Olfr288,-0.754455875,0.006,0.009,1
Nfkbie,0.511894656,0.005,0.004,1
Dhrs9,1.333514551,0.001,0,1
Vmn2r124,0.62717284,0.01,0.008,1
Chil6,0.956577737,0.003,0.001,1
Tmem82,-0.440032379,0,0.001,1
Platr28,-0.151846629,0.003,0.005,1
Rdh16,-0.374069016,0.009,0.014,1
Psg17,0.123292495,0.002,0.002,1
Flicr,2.174493638,0.009,0.001,1
Stard4,-0.233716681,0.059,0.081,1
Arl9,-0.148889306,0.013,0.01,1
Zbtb22,0.613002508,0.014,0.013,1
Lrg1,-0.820767504,0,0.004,1
Ttc12,0.154218807,0.001,0.001,1
Defb37,0.176870652,0.001,0.002,1
Chst5,-0.408212391,0.003,0.004,1
Drd3,-0.084324699,0,0.001,1
Ctss,-0.317331233,0.01,0.015,1
Spesp1,0,0,0,1
Ros1,0.61115018,0.023,0.021,1
Thbd,-0.601836707,0.015,0.024,1
Sytl5,-0.654093655,0.001,0.002,1
Ces4a,-0.375247769,0,0.001,1
Gml2,0,0,0,1
Csf2rb2,-0.215471262,0.003,0.007,1
Slc2a5,-0.32430658,0.007,0.008,1
Flnc,-0.439802531,0.003,0.007,1
Rmst,1.55995275,0.006,0.002,1
Ddx3y,0.036264954,0.405,0.407,1
Myom3,0.328071258,0,0.001,1
Lgi4,0.285181408,0.025,0.021,1
Hist1h1d,1.451768607,0.002,0,1
Nr4a3,0.563008977,0.217,0.191,1
Gab1,-0.408328959,0.008,0.008,1
Skint10,0,0,0,1
Slc24a1,0.48798721,0.049,0.038,1
Olfr1330,1.300131738,0.008,0.004,1
Atoh1,-0.488355479,0,0.002,1
Olfr398,0,0,0,1
Rassf2,0.804826622,0.036,0.022,1
Ppp1r3g,0.837194558,0.003,0.002,1
Itih4,-0.646947066,0.001,0.001,1
F2,0.630579396,0.016,0.013,1
Prlr,0.585532953,0.005,0.002,1
Pcsk1,0.255080742,0.343,0.392,1
Vmn1r38,-0.400945776,0.005,0.007,1
Adamts3,1.005772429,0.023,0.015,1
Serpinb2,0.02558838,0.001,0.001,1
Bsph1,-0.426254967,0.003,0.004,1
Clec1a,0.608589004,0.01,0.008,1
Hist1h3f,0.926286663,0.002,0.001,1
Bcas1os2,0.068218427,0.001,0.002,1
Ms4a1,-0.167132451,0,0.002,1
Drd5,-0.697445494,0,0.001,1
Defb39,0.993668122,0.003,0.002,1
Mgam,0.749542673,0.001,0.001,1
Gulo,0.909858478,0.001,0.001,1
Ccl7,-1.387123747,0.001,0.004,1
Pcsk4,0.41499975,0.029,0.025,1
Gsdma3,0,0,0,1
Cd55b,-0.431202845,0.003,0.005,1
Nkain1,0.012440121,0.024,0.025,1
Plpp3,1.054261077,0.011,0.008,1
Ramp2,-1.998969037,0.003,0.019,1
Cyp2c66,1.210413234,0.002,0.001,1
Dock5,-0.074562353,0.009,0.013,1
Cited4,0.853704377,0.002,0.001,1
Gssos2,0.323066638,0.008,0.005,1
Olfr164,0.474236062,0.002,0.001,1
Vmn2r69,-0.282387224,0,0.001,1
Crygn,-0.681658921,0.001,0.004,1
Cd109,-0.410776308,0.006,0.01,1
Cd83,-0.667772088,0.029,0.047,1
Rpa2,-1.117449413,0.017,0.033,1
Il27,0.11856135,0.003,0.004,1
Sgsh,-0.834471638,0,0.003,1
Ccdc113,0.189383743,0.027,0.03,1
Omp,0.867636979,0.002,0.001,1
Ivl,-0.274565863,0,0.001,1
Gpr84,0.777087017,0.001,0.001,1
Hba-a2,-0.223972215,0.001,0.002,1
Sytl3,0.768566386,0.001,0.001,1
Ppp1r1b,0.216308068,0.017,0.011,1
Ccdc178,0.203729086,0.006,0.006,1
Ephx1,0.15135663,0.04,0.038,1
Rab29,0.736556847,0.005,0.005,1
Trim34a,0.863623907,0.002,0.001,1
Olfr607,0,0,0,1
Try10,0,0,0,1
Mndal,0.055518645,0.003,0.004,1
Adgrf3,0.845120517,0.001,0.001,1
Olfr338,0.964041802,0.007,0.003,1
Pcdhgb6,-0.538516702,0.009,0.017,1
Plau,-0.565715149,0.001,0.001,1
Catsperb,1.478259344,0.009,0.006,1
Slc5a12,-0.384777389,0.084,0.114,1
Catsper1,-0.477257988,0.001,0.006,1
mt-Nd4,-0.400720172,0.055,0.064,1
Wnt11,-0.775307302,0,0.001,1
Igflr1,0.386221311,0.049,0.04,1
Arhgap30,-0.464423534,0.003,0.007,1
Fsip2,-0.789396918,0.001,0.005,1
Gucy2g,-0.122473489,0.043,0.047,1
Trmt112,-0.053024773,0.087,0.092,1
Olfr71,-0.33753982,0,0.003,1
Olfr1256,-0.283102213,0.059,0.08,1
Caskin2,0.600752892,0.019,0.014,1
Gng11,-0.256978391,0.002,0.002,1
Vps25,0.401718484,0.007,0.004,1
Tsku,-0.542317761,0,0.002,1
Ccdc103,-0.864638222,0.005,0.008,1
Entpd1,0.059792302,0.048,0.051,1
Six4,1.056359115,0.023,0.011,1
Tdrd1,-1.176770073,0.005,0.012,1
Cmtm2b,-0.059702991,0,0.001,1
Hsd17b3,-0.52847158,0,0.001,1
Ets1,0.76579771,0.006,0.002,1
Wdr31,-0.128175408,0.074,0.086,1
Akr1c14,0,0,0,1
Adipoq,0,0,0,1
Tpsg1,0.566608419,0.001,0.001,1
Pdzph1,1.525872036,0.006,0.001,1
Ly6g5b,-0.083113357,0,0.001,1
Mobp,-0.075811077,0.008,0.007,1
Kntc1,1.111408849,0.013,0.008,1
Ccdc96,-0.500278594,0.007,0.011,1
Mup6,-0.468653296,0,0.003,1
Olfr1262,0.934414238,0.001,0.001,1
Vrtn,-0.771953903,0.003,0.006,1
Rnf26,0.987493211,0.024,0.013,1
Trpv1,0.051217542,0.006,0.006,1
Mip,-1.453735799,0,0.005,1
Tmcc3os,1.384866107,0.002,0,1
Idi1,-0.116461864,0.087,0.098,1
Lama4,-0.703608726,0.111,0.151,1
Kcnn4,-0.712664373,0.002,0.004,1
Atp6v1b1,0.030320995,0.026,0.02,1
Cdk15,0.017097119,0.01,0.01,1
Musk,1.233667981,0.005,0.002,1
Heph,1.187960626,0.005,0.001,1
Dsn1,-0.114909111,0.011,0.014,1
Vmn2r78,0.91746959,0.001,0.001,1
Ccl28,-0.114105235,0.062,0.074,1
Fpr3,0.967991585,0.008,0.003,1
Akr1b8,1.971142448,0.003,0.001,1
Tmem125,-0.327183774,0,0.001,1
Tcf19,0.374558329,0.017,0.016,1
Spint1,-0.359734219,0,0.001,1
Sdc1,1.10545765,0.008,0.004,1
Pgap3,-0.061996174,0.038,0.046,1
B3gat2,-0.691597775,0.278,0.391,2.69214E-05
Trcg1,0.10711506,0.017,0.015,1
Naip1,-1.084059191,0.006,0.021,1
Cdh1,-0.739888719,0.001,0.003,1
Plcz1,0.466608777,0.009,0.008,1
Dthd1,-0.132155276,0.001,0.003,1
St14,-0.569929498,0.001,0.003,1
Vmn2r90,-0.409552864,0.001,0.002,1
Hs3st3a1,0.049293344,0.001,0.001,1
B3gnt8,-0.332363644,0.005,0.006,1
Ccl22,0,0,0,1
Pml,-0.282354432,0.094,0.108,1
Ugt3a2,0,0,0,1
Acvr2b,-0.217712418,0.096,0.124,1
Cd200r4,0.162329403,0,0.001,1
Olfr839-ps1,0.936324025,0.005,0.004,1
Nudt8,-0.441839427,0.025,0.047,1
Cdc42ep5,1.090178578,0.001,0,1
Mlph,1.872496898,0.003,0,1
Scnn1b,1.299302991,0.013,0.006,1
Vmn2r120,0.059538816,0.009,0.007,1
Myo1f,0.452865473,0.029,0.021,1
Tiparp,0.784658023,0.299,0.19,3.41256E-05
Art5,0,0,0,1
Mmachc,-0.371774741,0.021,0.028,1
Npffr2,0,0,0,1
Timm8a2,-0.323395999,0.001,0.003,1
Vmn2r61,0,0,0,1
Smim3,0.229990847,0.019,0.017,1
