"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1901342","BP","GO:1901342","regulation of vasculature development","56/1727","304/17619",2.61572159221061e-06,0.00112950886245555,0.000997879640603892,"Erap1/Rhoj/Adgra2/Wars2/Rtn4/Plxnd1/Rgcc/Smoc2/Htatip2/Atp2b4/Itgb8/Slc39a12/Amot/Tnfrsf12a/Creb3l1/Stard13/Tspan18/Sulf1/Mapk7/Vash2/Wnt5a/Tgfbr2/Tgfbr1/Tgfb1/Stat3/Stat1/Sphk1/Sp1/Shh/Sema6a/Sema4a/Ccl2/Ccl11/Rock1/Pxn/Nras/Jup/Hmox1/Hif1a/Hgs/Hgf/Grn/Glul/Gab1/Vegfd/F3/Emp2/Efna1/Gadd45a/Dcn/Btg1/Anxa3/Adamts1/Cela1/Rnh1/Adamts9",56
"GO:0032970","BP","GO:0032970","regulation of actin filament-based process","68/1727","395/17619",2.85397554166462e-06,0.00114986674573667,0.00101586508359357,"Atp1a2/Ankrd23/Arpc2/Akap13/Arhgef10l/Cotl1/Arhgap17/Arap1/Bst2/Pkp2/Snx9/Rgcc/Shank3/Rhpn2/Myadm/Nox4/Arhgef15/Hcn4/Myo3b/Washc4/Fchsd1/Arhgap28/Sh3pxd2b/Wasf2/Hax1/Akap6/Ssh1/Gsn/Svil/Rnd1/Vasp/Fermt2/Tgfbr1/Tgfb1/Tacr1/Ap1ar/Sdc4/Ccl11/S100a10/Rock1/Rdx/Pxn/Tmsb10/Ptger3/Inpp5k/Pfn1/Pecam1/Nos1/Nf2/Myh9/Met/Smad3/Rac3/Jup/Lpar1/Eps8/Eln/Dsc2/Csf1r/Capzb/Capn1/Cacna1c/Arhgap6/Rhoc/Avil/Adora1/Rnh1/Plekhg2",68
"GO:0043062","BP","GO:0043062","extracellular structure organization","58/1727","323/17619",4.00922397837261e-06,0.00145596774442467,0.00128629408571332,"Spock2/Tex14/Antxr2/Pxdn/Ccdc80/Slc39a8/Rgcc/Smoc2/Col5a3/Col27a1/Adamts3/Abi3bp/Olfml2b/Adamts16/Sh3pxd2b/Creb3l1/Itga8/Adamts4/Sulf1/Wt1/Impg2/Tnfrsf1b/Tgfbr1/Tgfb1/Thsd4/Serpinb5/Sox9/Pmp22/Lcp1/Tnfrsf11b/Ddr2/Myh11/Mpv17/Mmp16/Mmp15/Mmp12/Smad3/Lamb3/Hpn/Gfap/Eln/Col1a1/Col7a1/Col5a1/Col15a1/Col11a2/Cflar/Anxa2/Ddr1/Bcl3/Mmp28/Adamts1/Adamts6/Ltbp4/Vipas39/Qsox1/Phldb1/Adamts9",58
"GO:0010810","BP","GO:0010810","regulation of cell-substrate adhesion","44/1727","222/17619",4.37850619123166e-06,0.00145596774442467,0.00128629408571332,"Spock2/Plekha2/Arpc2/Unc13d/Camsap3/Dock5/Rreb1/Ccdc80/Pkp2/Smoc2/Myadm/Olfm4/Abi3bp/Iqgap1/Map4k4/Epb41l5/Onecut2/Vcl/Fermt2/Ap1ar/Sdc4/S100a10/Rock1/Plau/Myh9/Mmp12/Smad3/Rac3/L1cam/Jup/Itga6/Itga3/Onecut1/Gcnt2/Fbln2/Emp2/Csf1/Bcar1/Col1a1/Cdkn2a/Cdk6/Ddr1/Arhgap6/Lims1",44
"GO:0006914","BP","GO:0006914","autophagy","79/1727","486/17619",4.51714986480725e-06,0.00145596774442467,0.00128629408571332,"Sh3bp4/Deptor/Trim34a/Gpr137b/Trim12a/Pik3r4/Chmp4b/Wipi2/Usp13/Optn/Gpsm1/Rnf213/Dram2/Retreg1/Ralb/Trp53inp1/Iigp1/Foxo1/Lgals8/Tollip/Irgm2/Stbd1/Srpx/Rufy4/Trim30c/Rnf152/Trim12c/Depdc5/Mapk3/Zfp418/Vps13d/Sesn2/Kdm4a/Trib3/Vps18/Lrsam1/Ilrun/Tom1/Pacs2/Zfyve1/Tex264/Tbc1d12/Trim30d/Stat3/Trim21/Slc7a5/Trim30a/Rock1/Rab33b/Pex5/Wdr81/Ptpn22/Pmp22/Foxk1/Mtmr4/Lepr/Inhba/Irf8/Hmox1/Hif1a/Htt/Gfap/Fkbp8/Drd2/Ddit3/Dcn/Ctsd/Clu/Cdkn2a/Cd84/Rb1cc1/Bcl2l11/Arsa/Akt1/Ticam1/Prkaa1/Chmp7/Qsox1/Epg5",79
"GO:0061919","BP","GO:0061919","process utilizing autophagic mechanism","79/1727","486/17619",4.51714986480725e-06,0.00145596774442467,0.00128629408571332,"Sh3bp4/Deptor/Trim34a/Gpr137b/Trim12a/Pik3r4/Chmp4b/Wipi2/Usp13/Optn/Gpsm1/Rnf213/Dram2/Retreg1/Ralb/Trp53inp1/Iigp1/Foxo1/Lgals8/Tollip/Irgm2/Stbd1/Srpx/Rufy4/Trim30c/Rnf152/Trim12c/Depdc5/Mapk3/Zfp418/Vps13d/Sesn2/Kdm4a/Trib3/Vps18/Lrsam1/Ilrun/Tom1/Pacs2/Zfyve1/Tex264/Tbc1d12/Trim30d/Stat3/Trim21/Slc7a5/Trim30a/Rock1/Rab33b/Pex5/Wdr81/Ptpn22/Pmp22/Foxk1/Mtmr4/Lepr/Inhba/Irf8/Hmox1/Hif1a/Htt/Gfap/Fkbp8/Drd2/Ddit3/Dcn/Ctsd/Clu/Cdkn2a/Cd84/Rb1cc1/Bcl2l11/Arsa/Akt1/Ticam1/Prkaa1/Chmp7/Qsox1/Epg5",79
"GO:0050792","BP","GO:0050792","regulation of viral process","37/1727","176/17619",6.10800468195634e-06,0.00169718281817946,0.00149939875368678,"Trim34a/N4bp1/Zc3hav1/Trim12a/Ifitm7/Ifih1/Bst2/Trim15/Trim62/Rsad2/Isg20/Trim30c/Trim56/Hs3st5/Trim12c/Oasl2/Gsn/Ifi207/Trim25/Dynlt1b/Trim30d/Stat1/Trim21/Trim30a/Eif2ak2/Inpp5k/Pfn1/Furin/Mdfic/Ifi204/Ifi203/Stom/Ddx3x/Ddb1/Dynlt1a/Dynlt1c/Mndal",37
"GO:0014910","BP","GO:0014910","regulation of smooth muscle cell migration","26/1727","105/17619",6.91595425700338e-06,0.00179770191622365,0.00158820368896821,"Arpc2/Pdgfd/Dock5/Rapgef4/Abhd2/Nox4/Iqgap1/Ssh1/Ccn4/Tlr4/Tacr1/Stat5b/Prkg1/Ppard/Plau/Ddr2/Myh9/Mdm2/Il6st/Gstp1/Lpar1/S1pr2/Gna13/F3/Adamts1/Camk2d",26
"GO:0042116","BP","GO:0042116","macrophage activation","26/1727","107/17619",9.97833574647854e-06,0.00236486557191541,0.00208927197069456,"Gpr137b/Ulbp1/Il33/Nmi/Tafa3/Dysf/Plcg2/Tnip2/Wnt5a/Tlr4/Tmem106a/Sbno2/Syk/Sphk1/Pla2g5/Cd200/Lgals9/Jund/Jun/Il4ra/Grn/Csf1r/Clu/Cd84/Cd1d1/Ticam1",26
"GO:0033627","BP","GO:0033627","cell adhesion mediated by integrin","23/1727","89/17619",1.08440885021651e-05,0.00249661900429848,0.00220567129444039,"Plpp3/Itgb8/Podxl/Itga8/Piezo1/Syk/Snai2/Ret/Plau/Rac3/L1cam/Itgb6/Itgb5/Itga7/Itga6/Itga3/Itga2b/Fbn1/Efna1/Adam9/Itga1/Lpxn/Itga9",23
"GO:0045859","BP","GO:0045859","regulation of protein kinase activity","79/1727","499/17619",1.21824530125915e-05,0.00272600189328103,0.00240832266126629,"Deptor/Cemip/Cblc/Ern1/Mvp/Heg1/Mmd2/Camk2n2/Ubash3b/Tom1l1/Pdgfd/Dusp16/Cdk12/Snx9/Rgcc/Ralb/Dusp10/Ptprh/Irgm2/Camk1/Lats2/Nox4/Atp2b4/Pik3r5/Iqgap1/Map2k3/C1qtnf9/Gadd45g/Ptprq/Sesn2/Shb/Trib3/Wnt5a/Fgd4/Tlr4/Fermt2/Tead1/Nrg1/Syk/Cblb/Stil/Reln/Pxn/Ptprt/Ptpro/Ptpn22/Inpp5k/Pmp22/Pkib/Pim1/Kat2b/Ddr2/Nf2/Insr/Il6ra/Hgs/Hgf/Htt/Gstp1/Gas6/Gab1/Fbn1/Ezh2/Emp2/Efna1/Ddx3x/Gadd45a/Csf1r/Csf1/Cdkn2b/Cdkn2a/Cdkn1a/Ccnf/Casp3/Akt1/Adcyap1/Adam9/Card10/Inca1",79
"GO:0010508","BP","GO:0010508","positive regulation of autophagy","33/1727","154/17619",1.25170104308014e-05,0.00272600189328103,0.00240832266126629,"Sh3bp4/Deptor/Trim34a/Trim12a/Optn/Gpsm1/Ralb/Trp53inp1/Foxo1/Irgm2/Rufy4/Trim30c/Rnf152/Trim12c/Depdc5/Mapk3/Vps13d/Sesn2/Lrsam1/Tom1/Trim30d/Trim21/Trim30a/Rock1/Hmox1/Hif1a/Htt/Ddit3/Dcn/Rb1cc1/Bcl2l11/Ticam1/Prkaa1",33
"GO:0002833","BP","GO:0002833","positive regulation of response to biotic stimulus","67/1727","405/17619",1.31903459876181e-05,0.00279704757811123,0.00247108891729256,"Nfkbiz/Zc3hav1/Ulbp1/Trim12a/Rftn1/Ifih1/Alpk1/Polr3b/Wdfy1/Trim15/Rtn4/Trim62/Riok3/Slc15a3/Nmi/Cd274/Nek7/Erbin/Rsad2/Gbp3/Irgm2/Irf7/Pvr/Nlrc5/Trim30c/Trim56/Trim12c/Nlrx1/Rbm47/Plcg2/Ddx60/Tnip2/Gbp7/Ifi207/Wnt5a/Tlr4/Trim25/Trim41/Syk/Trim30d/Stat5b/Clpb/Trim30a/Ptpn22/Eif2ak2/Pla2g5/Mmp12/Ly96/Lgals9/Irf1/Ifi204/Ifi203/H2-T23/H2-Q4/H2-D1/Grn/Esr1/Ddx3x/Casp6/Akt1/Adam8/Rps6ka3/Ticam1/Mapkapk3/Epg5/Smpdl3b/Mndal",67
"GO:0016032","BP","GO:0016032","viral process","55/1727","313/17619",1.35397509598878e-05,0.00279752085217375,0.00247150703756333,"Trim34a/N4bp1/Zc3hav1/Trim12a/Chmp4b/Ifitm7/Nectin4/Ifih1/Bst2/Trim15/Trim62/Nectin3/Nectin1/Rsad2/Isg20/Trim30c/Hdac1/Trim56/Hs3st5/Trim12c/Oasl2/Vps18/Gsn/Lrsam1/Ifi207/Zfyve1/Trim25/Dynlt1b/Trim30d/Stat1/Trim21/Sp1/Trim30a/Rest/Eif2ak2/Inpp5k/Pfn1/Furin/Mdfic/Jun/Insr/Ifi204/Ifi203/Hpn/Gas6/Stom/Ddx3x/Ddb1/Ctsb/Csf1r/Bcl2l11/Chmp7/Dynlt1a/Dynlt1c/Mndal",55
"GO:0051345","BP","GO:0051345","positive regulation of hydrolase activity","75/1727","471/17619",1.64004163235218e-05,0.00317244754178893,0.00280274101254308,"Tnfrsf23/Tbc1d9b/Dock8/Dock11/Arhgap17/Chn2/Arap1/Snx9/Arl6ip5/Rapgef4/Arhgef15/Agap1/Rasgef1b/Dock6/Acvr1c/Map4k4/Rgma/Plxnb1/Picalm/Gsn/Ifi207/Xdh/Wnt5a/Fermt2/Evi5l/Syk/Tbc1d12/Stat3/Stat1/Sox7/Ccl7/Ccl2/Ccl11/S100a10/Rock1/Rgs9/Ralgds/Ret/Rest/Rasgrf2/Psme2/Pla2g5/Ngf/Myo9b/Cd200/Smad3/Bbc3/Itga6/Ifi204/Ifi203/Grn/Lpar1/F3/Ezh2/Eif2ak3/Efna1/Ddx3x/Ctsd/Cdkn2a/Casp9/Bcl2l11/Bak1/Arhgap6/Rhoc/Apaf1/Akt2/Akt1/Adcyap1/Lims1/Bcr/Itga1/Ppp1r15b/Scrib/Tbc1d10a/Mndal",75
"GO:0042326","BP","GO:0042326","negative regulation of phosphorylation","57/1727","331/17619",1.75605640890579e-05,0.00321597785067337,0.00284119844340427,"Deptor/Cblc/Mvp/Heg1/Camk2n2/Ubash3b/Dusp16/Plpp3/Dusp10/Mlxipl/Ptprh/Myadm/Lats2/Irs2/Nlrp12/Gadd45g/Ptprq/Zfp418/Shb/Trib3/Pip5kl1/Xdh/Tgfb1/Cnksr3/Cblb/Rock1/Ptprt/Ptpro/Ptpn22/Ptpn13/Inpp5k/Pkib/Pecam1/Kat2b/Nos1/Nf2/Met/Mical1/Jun/Irf1/Insr/Hgf/Gstp1/Grb10/Fkbp8/Drd2/Gadd45a/Socs3/Cdkn2b/Cdkn2a/Cdkn1a/Casp3/Bdkrb2/Bak1/Akt1/Ppp1r15b/Inca1",57
"GO:0071216","BP","GO:0071216","cellular response to biotic stimulus","45/1727","244/17619",2.36015133574397e-05,0.00413436944857063,0.0036525637262326,"Nfkbiz/Trim12a/Cd274/Gbp3/Irgm2/Trim30c/Trim12c/Irak4/Mapk3/Map2k3/Smc1a/Plcg2/Tnip2/Wnt5a/Vim/Tnfrsf1b/Tlr4/Cd300lb/Sbno2/Arid5a/Trim41/Syk/Trim30d/Stat1/Ccl2/Trim30a/Ptpn22/Ppard/Ly96/Irf8/Gstp1/Gch1/Eif2ak3/Ddit3/Cebpb/Cd84/Cd68/Bcl2l11/B2m/Akt1/Adam9/Abca1/Bcr/Ppp1r15b/Ticam1",45
"GO:0071559","BP","GO:0071559","response to transforming growth factor beta","45/1727","245/17619",2.6220452580808e-05,0.00449541291268406,0.00397153238082877,"Nfkbiz/Veph1/Pdgfd/Pbld1/Chst11/Snx1/Lats2/Hdac1/Zmiz1/Itgb8/Acvr1c/Itga8/Mapk7/Zyx/Epb41l5/Yes1/Onecut2/Fermt2/Tgfbr2/Tgfbr1/Tgfb1i1/Tgfb1/Stat3/Sox9/Ccl2/Rock1/Pxn/Furin/Smad3/Ltbp3/Lgals9/Jun/Itgb6/Itgb5/Itga3/Onecut1/Gcnt2/Fbn1/Dnmt1/Cflar/Cdkn2b/Apaf1/Adam9/Ltbp4/Lpxn",45
"GO:0032956","BP","GO:0032956","regulation of actin cytoskeleton organization","58/1727","346/17619",3.33504327216371e-05,0.0052189462729258,0.00461074755963961,"Ankrd23/Arpc2/Akap13/Arhgef10l/Cotl1/Arhgap17/Arap1/Bst2/Snx9/Rgcc/Shank3/Rhpn2/Myadm/Nox4/Arhgef15/Myo3b/Washc4/Fchsd1/Arhgap28/Sh3pxd2b/Wasf2/Hax1/Ssh1/Gsn/Svil/Rnd1/Vasp/Fermt2/Tgfbr1/Tgfb1/Tacr1/Ap1ar/Sdc4/Ccl11/S100a10/Rock1/Rdx/Pxn/Tmsb10/Inpp5k/Pfn1/Pecam1/Nf2/Myh9/Met/Smad3/Rac3/Lpar1/Eps8/Eln/Csf1r/Capzb/Capn1/Arhgap6/Rhoc/Avil/Rnh1/Plekhg2",58
"GO:0071560","BP","GO:0071560","cellular response to transforming growth factor beta stimulus","44/1727","240/17619",3.35945208154793e-05,0.0052189462729258,0.00461074755963961,"Nfkbiz/Veph1/Pdgfd/Pbld1/Chst11/Snx1/Lats2/Hdac1/Zmiz1/Itgb8/Acvr1c/Itga8/Mapk7/Zyx/Epb41l5/Yes1/Onecut2/Fermt2/Tgfbr2/Tgfbr1/Tgfb1i1/Tgfb1/Stat3/Sox9/Ccl2/Pxn/Furin/Smad3/Ltbp3/Lgals9/Jun/Itgb6/Itgb5/Itga3/Onecut1/Gcnt2/Fbn1/Dnmt1/Cflar/Cdkn2b/Apaf1/Adam9/Ltbp4/Lpxn",44
"GO:0070663","BP","GO:0070663","regulation of leukocyte proliferation","52/1727","300/17619",3.36789781821968e-05,0.0052189462729258,0.00461074755963961,"Gpnmb/Il33/Dlg5/Cd274/Icosl/Irs2/Slamf1/Tspan32/Mapk3/Zp3/Zap70/Tnfrsf1b/Tlr4/Tgfbr2/Tgfb1/Tacr1/Sdc4/Syk/Cblb/Stat5b/Btla/Sox11/Shh/Ptpn22/Pnp/Pla2g5/Mpl/Cd209a/Lgals9/Irf1/Il7/Il6st/H2-T23/H2-Q4/H2-D1/Gstp1/Gal/Il4i1/Csf2rb2/Csf2ra/Csf1r/Csf1/Cebpb/Cdkn2a/Cdkn1a/Cd44/Cd1d1/Casp3/Pawr/Lmo1/Ticam1/Scrib",52
"GO:0002832","BP","GO:0002832","negative regulation of response to biotic stimulus","32/1727","155/17619",3.68613173920953e-05,0.00544139212489993,0.00480727030877432,"Clec2d/Nmi/Dusp10/Irgm2/Nlrc5/Nlrx1/Mapkbp1/A2m/Trafd1/Ifi207/Ilrun/Ttll12/Tgfb1/Tap2/Ythdf2/Tap1/Stat2/Trim21/Serpinb9/Mmp12/Lgals9/Ifi204/Ifi203/H2-T23/H2-Q4/H2-D1/Grn/Il4i1/Drd2/Serping1/Smpdl3b/Mndal",32
"GO:0009314","BP","GO:0009314","response to radiation","69/1727","434/17619",3.71403036571726e-05,0.00544139212489993,0.00480727030877432,"Atp1a2/Ctns/N4bp1/Rhbdd1/Nhej1/Ino80/Pold3/Tanc1/Cntnap2/Map3k20/Ube4b/Rad54b/Trp53inp1/Fancg/Rad18/Tafa2/Slc7a11/Tnks1bp1/Ifi207/Spidr/Txn1/Tgfb1/Sde2/Snai2/Slc1a3/Rgs9/Dcdc2a/Ppp1cc/Pold1/Pnp/Per3/Per1/Pde6b/Ogg1/Sik1/Trpm1/Mdm2/Crb1/Bbc3/Ivl/Itgb6/Ifi204/Ifi203/Hrh1/Hif1a/Htt/Drd2/Gadd45a/Ddb1/Crhr1/Cpt1b/Comt/Col6a2/Cdkn1a/Casp9/Casp3/Cat/Cacna1c/Bcl3/Bard1/Bak1/Akt2/Akt1/Adra1b/Adam2/Rdh13/Fbxo4/Prkaa1/Mndal",69
"GO:0022612","BP","GO:0022612","gland morphogenesis","32/1727","156/17619",4.20881584252847e-05,0.0059499365015955,0.00525655060812927,"Rtn4/Plxnd1/Sulf1/Wnt5a/Tnc/Tgfbr2/Tgfb1/Tgfa/Tbx3/Serpinb5/Sox9/Snai2/Shh/Ccl11/Rarg/Plau/Msn/Met/Lama5/Hpn/Hgf/Esr1/Csf1/Cflar/Cebpb/Cdkn2a/Cd44/Ctnnd1/Capn1/Ddr1/Lims1/Scrib",32
