"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0033002","BP","GO:0033002","muscle cell proliferation","34/903","268/17619",1.01548718316275e-06,0.000561733660152862,0.000477189898263409,"Ern1/Selenon/Pdgfd/Nampt/Tenm4/Vgll4/Ccn4/Vegfa/Tpm1/Tlr4/Thbs1/Tgfbr2/Tgfb2/Trib1/Stat3/Ptgs2/Ppard/Pim1/Ddr2/Nr4a3/Ncam1/Smad1/Jun/Jak2/Igf1r/Hmox1/Hgf/Gstp1/Esr2/Egr1/Ddit3/Cdkn1a/Adamts1/Camk2d",34
"GO:0010811","BP","GO:0010811","positive regulation of cell-substrate adhesion","22/903","136/17619",1.55948196452098e-06,0.000736516024176764,0.000625666630962866,"Arpc2/Rreb1/Ccdc80/Hsd17b12/Abi3bp/Iqgap1/Vegfa/Utrn/Thbs1/Ptprj/Ptk2b/Flna/Nrp1/Myh9/Smad3/Jup/Jak2/Ccn1/Col26a1/Emp2/Cdk6/Lims1",22
"GO:0014909","BP","GO:0014909","smooth muscle cell migration","20/903","116/17619",1.66431762016443e-06,0.000736516024176764,0.000625666630962866,"Arpc2/Pdgfd/Abhd2/Nox4/Iqgap1/Ccn4/Tpm1/Tlr4/Trib1/Ppard/Plat/Ddr2/Nr4a3/Myh9/Gstp1/Lpar1/Egr1/Ddit3/Adamts1/Camk2d",20
"GO:0007015","BP","GO:0007015","actin filament organization","48/903","461/17619",2.48290526437306e-06,0.00103009532155677,0.000875060756660954,"Rhoj/Arpc2/Rnd3/Myo1e/Snx9/Rgcc/Tpm3/Shank3/Dstn/Pdlim1/Nox4/Arhgef15/Myo1d/Tpm4/Iqgap1/Hax1/Coro1c/Zyx/Svil/Wdr1/Ezr/Vasp/Tpm1/Ppp1r9b/Srf/Sema5a/Rock2/Pxn/Ptk2b/Flna/Nrp1/Myo1f/Myh9/Smad3/Arhgef2/Inppl1/Lpar1/Ccn2/Eps8/Emp2/Cobl/Capzb/Arhgap6/Avil/Actn1/Nckap1l/Rhoq/Plekhg2",48
"GO:0061383","BP","GO:0061383","trabecula morphogenesis","13/903","56/17619",3.74380701793656e-06,0.00140953003711396,0.00119738862511211,"Heg1/Ube4b/Chd7/Vegfa/Thbs3/Tgfb2/Sbno2/Adgrg6/Srf/Fkbp1a/Fhl2/Adamts1/Ovol2",13
"GO:0045765","BP","GO:0045765","regulation of angiogenesis","35/903","297/17619",3.90759001016477e-06,0.00140953003711396,0.00119738862511211,"Rhoj/Adgra2/Ddah1/Rtn4/Rgcc/Atp2b4/Tnn/Slc39a12/Tnfrsf12a/Creb3l1/Stard13/Vash2/Vegfa/Thbs1/Tgfbr2/Tgfb2/Stat3/Sphk1/Sema5a/Sema4a/Sema3e/Rock2/Pxn/Ptk2b/Pkm/Nrp1/Smad1/Jup/Hmox1/Hk2/Hgf/Emp2/Gadd45a/Anxa3/Adamts1",35
"GO:0002274","BP","GO:0002274","myeloid leukocyte activation","32/903","260/17619",4.03450899445092e-06,0.00140953003711396,0.00119738862511211,"Nmi/Nampt/Tnip2/Tlr4/Thbs1/Tgfbr2/Sbno2/Syk/Enpp3/Stx4a/Sphk1/Pla2g5/Pla2g4a/Nr4a3/Ndrg1/Myo1f/Cd200/Jun/Jak2/Itgb6/Irgm1/Hmox1/Clu/Cftr/Cd1d1/Btk/Anxa3/Adam9/Bcr/Abr/Ttbk1/Ticam1",32
"GO:0032660","BP","GO:0032660","regulation of interleukin-17 production","11/903","41/17619",4.61869717187349e-06,0.00145994818223315,0.00124021858394618,"Ubr5/Tnfsf4/Tlr4/Arid5a/Sphk1/Slc7a5/Jak2/Ccn1/Ddit3/Btk/Nckap1l",11
"GO:0014910","BP","GO:0014910","regulation of smooth muscle cell migration","18/903","105/17619",5.92673367827943e-06,0.00172294297022119,0.0014636313238729,"Arpc2/Pdgfd/Abhd2/Nox4/Iqgap1/Ccn4/Tpm1/Tlr4/Trib1/Ppard/Ddr2/Nr4a3/Myh9/Gstp1/Lpar1/Egr1/Adamts1/Camk2d",18
"GO:0032620","BP","GO:0032620","interleukin-17 production","11/903","42/17619",5.96982348826263e-06,0.00172294297022119,0.0014636313238729,"Ubr5/Tnfsf4/Tlr4/Arid5a/Sphk1/Slc7a5/Jak2/Ccn1/Ddit3/Btk/Nckap1l",11
"GO:0003012","BP","GO:0003012","muscle system process","45/903","438/17619",7.22662918837606e-06,0.0018450140212477,0.00156733006324415,"Selenon/Errfi1/Jsrp1/Arhgap42/Ctdp1/Tpm3/Ehd3/Pdlim5/Atp2b4/Ppp1r13l/Hcn4/Tpm4/Homer1/Map2k3/Grip2/Ccn4/Tpm1/Stac2/Tead1/Tacr3/Srf/Sphk1/Rock2/Rgs2/Ptgs2/Ptgs1/Ptger3/Flna/Nr4a3/Myom1/Myl1/Myh1/Smad7/Smad3/Smad1/Lmna/Jup/Fkbp1a/Ccn2/Ednrb/Col6a1/Bdkrb2/Atp1a1/Camk2d/Trip10",45
"GO:2001236","BP","GO:2001236","regulation of extrinsic apoptotic signaling pathway","23/903","166/17619",1.33149452690286e-05,0.00276201895924413,0.00234632111204561,"Deptor/Trps1/Dedd2/Tnfrsf12a/Vegfa/Tnfsf4/Tlr4/Thbs1/Tgfb2/Stx4a/Snai2/Ripk1/Ret/Pea15a/Nrp1/Lmna/Jak3/Hmox1/Hgf/Htt/Gstp1/Atf3/Unc5b",23
"GO:0060395","BP","GO:0060395","SMAD protein signal transduction","15/903","82/17619",1.56424889321144e-05,0.00314651034943563,0.00267294459997885,"Glce/Veph1/Nup93/Ldlrad4/Zmiz1/Tgfbr2/Tgfb2/Ski/Smad7/Smad3/Smad1/Jun/Jak2/Fos/Ovol2",15
"GO:0001659","BP","GO:0001659","temperature homeostasis","25/903","193/17619",1.86823208811006e-05,0.00359014728510078,0.00304981192912972,"Ptges/Zfp516/Igf2bp2/Gadd45g/Adamts5/Plcl1/Vegfa/Tlr4/Kdm6b/Syk/Stat3/Rheb/Ptgs2/Ptger3/Per2/Lepr/Jak2/Igf1r/Gpr3/Egr1/Ednrb/Ddit3/Adcyap1/Adam17/Prkab2",25
"GO:0032496","BP","GO:0032496","response to lipopolysaccharide","33/903","293/17619",1.89296708313539e-05,0.00359014728510078,0.00304981192912972,"Cd274/Map2k3/Tnip2/Vim/Tnfsf4/Tlr4/Sbno2/Arid5a/Trib1/Trim41/Trim30a/Ptgs2/Ptger3/Eif2ak2/Ppard/Jak2/Irgm1/Irf8/Gstp1/Gch1/Fosl2/Esr2/Ednrb/Col6a1/Cd68/Noct/Btk/Adam9/Adam17/Abca1/Bcr/Abr/Ticam1",33
"GO:0030216","BP","GO:0030216","keratinocyte differentiation","21/903","147/17619",1.95357522666542e-05,0.00360217565405697,0.00306002996761599,"Gprc5d/Errfi1/Krt80/Kazn/Srsf6/Cers3/Clic4/Flnb/Tgfb2/Rock2/Reg3g/Grhl1/Ptgs2/Ptgs1/Fosl2/Cdkn1a/Casp3/Krt7/Bcr/Krt75/Ovol2",21
"GO:0048661","BP","GO:0048661","positive regulation of smooth muscle cell proliferation","18/903","115/17619",2.16820682542258e-05,0.00379816559368019,0.0032265224283384,"Ern1/Pdgfd/Nampt/Ccn4/Vegfa/Tlr4/Thbs1/Tgfbr2/Ptgs2/Ddr2/Nr4a3/Jun/Jak2/Igf1r/Hmox1/Egr1/Adamts1/Camk2d",18
"GO:0071216","BP","GO:0071216","cellular response to biotic stimulus","29/903","244/17619",2.20030692576595e-05,0.00379816559368019,0.0032265224283384,"Cd274/Map2k3/Smc1a/Tnip2/Vim/Tnfsf4/Tlr4/Sbno2/Arid5a/Trib1/Trim41/Syk/Trim30a/Ppard/Jak2/Irgm1/Irf8/Gstp1/Gch1/Esr2/Eif2ak3/Ddit3/Cd68/Btk/Bcl2l11/Adam9/Abca1/Bcr/Ticam1",29
"GO:0010657","BP","GO:0010657","muscle cell apoptotic process","18/903","117/17619",2.75434183733653e-05,0.00435871476076908,0.00370270610574523,"Fndc1/Slc7a5/Rgl2/Ptk2b/Nr4a3/Lifr/Jak2/Igf1r/Hmox1/Gch1/Col6a1/Cftr/Casp12/Capn2/Apaf1/Adcyap1/Camk2d/Trip10",18
"GO:0034103","BP","GO:0034103","regulation of tissue remodeling","15/903","86/17619",2.8235121228242e-05,0.00435871476076908,0.00370270610574523,"Gpnmb/Ubash3b/Abi3bp/Klf6/Il20ra/Oscar/Vegfa/Syk/Rock2/Tnfrsf11b/Ddr2/Ltbp3/Lepr/Bcr/Abr",15
"GO:0008038","BP","GO:0008038","neuron recognition","11/903","49/17619",2.92407839989342e-05,0.00441137100420285,0.00374743731775815,"Crtac1/Rtn4/Cntnap2/Tnn/Sema5a/Nrp1/Ncam1/Ext1/Casp3/Bdnf/Celsr3",11
"GO:0003018","BP","GO:0003018","vascular process in circulatory system","29/903","249/17619",3.21753238033821e-05,0.00464303911754022,0.00394423820628645,"Arhgap42/Ddah1/Pde3a/Abcg2/Grip2/Dusp5/Vegfa/Slc2a1/Rock2/Rgs2/Ptprj/Ptgs2/Ptgs1/Ptger3/Ppard/Per2/Htr2c/Hrh1/Gch1/Ext2/Ext1/Esr2/Ednrb/Cftr/Bdkrb2/Adcyap1/Bcr/Abr/Itga9",29
"GO:0098739","BP","GO:0098739","import across plasma membrane","25/903","202/17619",4.06149515035497e-05,0.00539204096161126,0.00458051147798981,"P2rx5/Slc15a2/Kcnd3/Slc1a4/Irs2/Slc9a9/Hcn4/Slc39a12/Slc7a11/Thbs1/Acsl6/Arhgef11/Slc7a5/Slc2a1/Slc12a3/Rgs2/Atp12a/Per2/Slc6a9/Slc7a3/Slc7a1/Atp1a1/Slc9a4/Slc39a6/Lrrc8c",25
"GO:0003007","BP","GO:0003007","heart morphogenesis","31/903","280/17619",4.66564297654079e-05,0.0060726545251525,0.00515868925187389,"Heg1/Rtn4/Ube4b/Ppp1r13l/Zmiz1/Chd7/Adamts5/Zfpm1/Vegfa/Tpm1/Thbs1/Tgfbr2/Tgfb2/Tead1/Adgrg6/Tbx6/Srf/Snai2/Flna/Pim1/Nrp1/Smad7/Smad3/Jun/Ccn1/Fkbp1a/Fhl2/Ext1/Emp2/Adamts1/Ovol2",31
"GO:1900744","BP","GO:1900744","regulation of p38MAPK cascade","10/903","43/17619",4.86339379730961e-05,0.00620830923587331,0.00527392724133352,"Gadd45g/Xdh/Ezr/Vegfa/Sphk1/Per1/Gadd45b/Hgf/Gadd45a/Rell1",10
"GO:0033674","BP","GO:0033674","positive regulation of kinase activity","35/903","336/17619",5.55915030630784e-05,0.00670938904241299,0.00569959199825667,"Ern1/Pdgfd/Snx9/Rgcc/Nox4/Atp2b4/Pik3r5/Iqgap1/Map2k3/Sesn2/Vldlr/Vegfa/Tyro3/Tlr4/Thbs1/Tgfb2/Tead1/Syk/Ret/Pxn/Ptk2b/Pim1/Ddr2/Jak2/Ccn1/Igf1r/Irgm1/Fbn1/Emp2/Cdkn1a/Adcyap1/Adam9/Adam17/Zfp91/Ttbk1",35
"GO:0071559","BP","GO:0071559","response to transforming growth factor beta","28/903","245/17619",6.13016057301261e-05,0.00704026409332092,0.00598066867761694,"Veph1/Pdgfd/Snx1/Ldlrad4/Zmiz1/Zyx/Thbs1/Tgfbr2/Tgfb2/Kmt2a/Stat3/Ski/Rock2/Pxn/Smad7/Smad3/Smad1/Ltbp3/Jun/Itgb6/Igf1r/Fos/Fbn1/Apaf1/Adam9/Adam17/Ovol2/Lpxn",28
"GO:0045444","BP","GO:0045444","fat cell differentiation","29/903","259/17619",6.61891538445877e-05,0.00726658348827305,0.00617292585697638,"Arid5b/Rreb1/Cntnap2/Retreg1/Nucb2/Zfp516/Creb5/Glis1/Trib3/Ccn4/Vegfa/Tmem120a/Snai2/Rgs2/Ptgs2/Ppard/Pim1/Per2/Nr4a3/Smad3/Htr2c/Fosl2/Fbn1/Eif2ak3/Egr2/Ddit3/Noct/Atf5/Lrrc8c",29
"GO:0051347","BP","GO:0051347","positive regulation of transferase activity","40/903","408/17619",6.61935240788688e-05,0.00726658348827305,0.00617292585697638,"Ern1/Pdgfd/Snx9/Arrdc4/Rgcc/Nox4/Atp2b4/Pik3r5/Iqgap1/Map2k3/Sesn2/Trib3/Vldlr/Vegfa/Tyro3/Tlr4/Thbs1/Tgfb2/Tead1/Trib1/Syk/Ripk1/Ret/Pxn/Ptk2b/Pim1/Ddr2/Cd200/Jak2/Ccn1/Igf1r/Irgm1/Fbn1/Emp2/Cdkn1a/Adcyap1/Adam9/Adam17/Zfp91/Ttbk1",40
"GO:0010721","BP","GO:0010721","negative regulation of cell development","33/903","313/17619",7.1078623534305e-05,0.00760999843581801,0.00646465511499613,"Ubash3b/Rtn4/Shb/Zfpm1/Vegfa/Ulk1/Tnfsf4/Tnfaip6/Tbx6/Trib1/Syt4/Snai2/Ski/Sema5a/Sema4a/Sema3e/Tnfrsf11b/Nrp1/Smad7/Arhgef2/Jak3/Ifrd1/Irgm1/Fbn1/Ednrb/Cftr/Cdk6/Cd44/Btg2/Bdnf/Bcl6/Adcyap1/Atf5",33
"GO:0043523","BP","GO:0043523","regulation of neuron apoptotic process","33/903","314/17619",7.56298946819867e-05,0.00788140917829276,0.00669521716561969,"Pcdhgc5/Cblc/Retreg1/Kcnip3/Vegfa/Tyro3/Tgfb2/Sema3e/Ripk1/Ptk2b/Nrp1/Nr4a3/Mybl2/Mt1/Bbc3/Jun/Jak2/Hsph1/Hmox1/Htt/Gch1/Esr2/Egr1/Ddit3/Cntf/Clu/Casp3/Casp12/Btg2/Bcl2l11/Hrk/Bdnf/Unc5b",33
"GO:0030865","BP","GO:0030865","cortical cytoskeleton organization","11/903","54/17619",7.59882777057452e-05,0.00788140917829276,0.00669521716561969,"Iqgap1/Coro1c/Wdr1/Fmnl3/Ezr/Rock2/Ptk2b/Epb41l1/Actn1/Nckap1l/Rhoq",11
"GO:0010660","BP","GO:0010660","regulation of muscle cell apoptotic process","16/903","106/17619",9.5688367462828e-05,0.00929190738797336,0.00789342824842189,"Fndc1/Slc7a5/Rgl2/Ptk2b/Nr4a3/Lifr/Jak2/Igf1r/Hmox1/Gch1/Cftr/Casp12/Capn2/Adcyap1/Camk2d/Trip10",16
"GO:0071560","BP","GO:0071560","cellular response to transforming growth factor beta stimulus","27/903","240/17619",0.000107686677991278,0.0100679460352972,0.00855266914750593,"Veph1/Pdgfd/Snx1/Ldlrad4/Zmiz1/Zyx/Thbs1/Tgfbr2/Tgfb2/Kmt2a/Stat3/Ski/Pxn/Smad7/Smad3/Smad1/Ltbp3/Jun/Itgb6/Igf1r/Fos/Fbn1/Apaf1/Adam9/Adam17/Ovol2/Lpxn",27
"GO:0031099","BP","GO:0031099","regeneration","21/903","165/17619",0.000109665982686379,0.0101105943482247,0.00858889867325922,"P2rx5/Pum2/Selenon/Rtn4/Rtn4rl1/Ulk1/Flna/Ppard/Pkm/Lifr/Jun/Jak2/Igf1r/Ifrd1/Hmox1/Hgf/Col6a1/Cntf/Cdkn1a/Bdnf/Adam17",21
"GO:0050817","BP","GO:0050817","coagulation","22/903","179/17619",0.000127827150271976,0.0107376573447895,0.00912158551181195,"F13a1/Ubash3b/Prss56/Hs3st5/Slc7a11/Tyro3/Tlr4/Thbs1/Tfpi/Syk/Srf/Ptprj/Flna/Pros1/Plat/Pla2g4a/Lyst/Jak2/F8/Anxa2/Anxa8/Anxa5",22
"GO:0048041","BP","GO:0048041","focal adhesion assembly","14/903","87/17619",0.000128248345177986,0.0107376573447895,0.00912158551181195,"Iqgap1/Coro1c/Vegfa/Vcl/Pxn/Ptprj/Ptk2b/Nrp1/Myh9/Smad3/Arhgap6/Lims1/Bcr/Actn1",14
"GO:0048738","BP","GO:0048738","cardiac muscle tissue development","29/903","269/17619",0.000129762499626522,0.0107376573447895,0.00912158551181195,"Heg1/Myo18b/Ctdp1/Ube4b/Pdlim5/Bvht/Nox4/Ppp1r13l/Chd7/Tenm4/Vgll4/Zfpm1/Ccn4/Vegfa/Tpm1/Tgfbr2/Tgfb2/Kdm6b/Srf/Rgs2/Pim1/Ncam1/Smad7/Smad1/Lmna/Fkbp1a/Fhl2/Camk2d/Trip10",29
"GO:0043062","BP","GO:0043062","extracellular structure organization","33/903","323/17619",0.00013007316604148,0.0107376573447895,0.00912158551181195,"Tex14/Adamtsl1/Myo1e/Ccdc80/Rgcc/Hsd17b12/Hmcn1/Hpse2/Col5a3/Abi3bp/Creb3l1/Adamts4/Adamts5/Lamc1/Tgfb2/Thsd4/Sema5a/Tnfrsf11b/Ddr2/Smad3/Ccn1/Hpn/Ccn2/Ext1/Col7a1/Col6a1/Col5a2/Col19a1/Col18a1/Col11a2/Anxa2/Adamts1/Adamts6",33
"GO:0043588","BP","GO:0043588","skin development","33/903","323/17619",0.00013007316604148,0.0107376573447895,0.00912158551181195,"Gprc5d/Trps1/Pum2/Slitrk5/Errfi1/Krt80/Kazn/Srsf6/Cers3/Clic4/Flnb/Lamc1/Tgfb2/Tcf7l1/Srf/Rock2/Reg3g/Grhl1/Ptgs2/Ptgs1/Ppard/Jup/Itgb6/Fosl2/Ext1/Col6a1/Col5a2/Cdkn1a/Casp3/Krt7/Bcr/Krt75/Ovol2",33
"GO:0007599","BP","GO:0007599","hemostasis","22/903","180/17619",0.00013874257533929,0.0110960628325567,0.00942604915780057,"F13a1/Ubash3b/Prss56/Slc7a11/Tyro3/Tlr4/Thbs1/Tfpi/Syk/Srf/Ptprj/Flna/Pros1/Plat/Pla2g4a/Lyst/Jak2/F8/Anxa2/Anxa8/Anxa7/Anxa5",22
"GO:0032970","BP","GO:0032970","regulation of actin filament-based process","38/903","395/17619",0.000147868272597441,0.0114133673663002,0.00969559775158497,"Arpc2/Rnd3/Snx9/Rgcc/Shank3/Dstn/Nox4/Arhgef15/Hcn4/Myo3b/Frmd6/Hax1/Svil/Wdr1/Vasp/Tpm1/Tgfb2/Sema5a/Rock2/Pxn/Ptk2b/Ptger3/Flna/Pam/Nrp1/Myo1f/Myh9/Smad3/Jup/Lpar1/Ccn2/Eps8/Capzb/Atp1a1/Arhgap6/Avil/Nckap1l/Plekhg2",38
"GO:1902895","BP","GO:1902895","positive regulation of miRNA transcription","11/903","58/17619",0.000149888162357379,0.0114362945026239,0.00971507423773115,"Mrtfa/Tgfb2/Tead1/Stat3/Srf/Smad3/Smad1/Jun/Fosl1/Fos/Egr1",11
"GO:0048771","BP","GO:0048771","tissue remodeling","24/903","207/17619",0.000160858838511665,0.0119975389892183,0.010191848585535,"Gpnmb/Ubash3b/Rspo3/Nox4/Chd7/Abi3bp/Klf6/Il20ra/Oscar/Vegfa/Tgfb2/Syk/Rock2/Ptk2b/Flna/Tnfrsf11b/Ddr2/Ltbp3/Lepr/Fosl2/Ext1/Col6a1/Bcr/Abr",24
"GO:0051592","BP","GO:0051592","response to calcium ion","19/903","146/17619",0.000170898911733884,0.0123307280009731,0.010474890962911,"P2rx5/Cpne4/Cpne8/Syt6/Clic4/Iqgap1/Homer1/Cpne2/Itpkc/Thbs1/Syt4/Pla2g4a/Jun/Htt/Fosb/Fos/Anxa7/Anxa5/Adam9",19
"GO:0038066","BP","GO:0038066","p38MAPK cascade","11/903","59/17619",0.000175821393162523,0.0125494882560519,0.0106607266912466,"Map2k3/Gadd45g/Xdh/Ezr/Vegfa/Sphk1/Per1/Gadd45b/Hgf/Gadd45a/Rell1",11
"GO:1903034","BP","GO:1903034","regulation of response to wounding","21/903","172/17619",0.000197959082915566,0.0138321304462477,0.0117503247332819,"Pum2/Ubash3b/Rreb1/Srsf6/Tnfrsf12a/Rtn4rl1/Ccn4/Thbs1/Tfpi/Stat3/Reg3g/Flna/Pros1/Plat/Ddr2/Smad3/Igf1r/Cntf/Anxa2/Anxa5/Adam17",21
"GO:0051348","BP","GO:0051348","negative regulation of transferase activity","25/903","223/17619",0.000201738905004041,0.0139494047022586,0.0118499486195904,"Deptor/Cblc/Heg1/Errfi1/Setd7/Ubash3b/Dusp16/Midn/Irs2/Gadd45g/Coro1c/Parp3/Shb/Trib3/Trib1/Ptk6/Rgs2/Ptprj/Prkar2a/Gadd45b/Smad7/Gstp1/Gadd45a/Cdkn1a/Casp3",25
"GO:0000052","BP","GO:0000052","citrulline metabolic process","4/903","7/17619",0.000211805345875526,0.0141177007086971,0.0119929152243844,"Ddah1/Aldh18a1/Atp2b4/Htt",4
"GO:0032763","BP","GO:0032763","regulation of mast cell cytokine production","4/903","7/17619",0.000211805345875526,0.0141177007086971,0.0119929152243844,"Syk/Nr4a3/Hmox1/Bcl6",4
"GO:1903243","BP","GO:1903243","negative regulation of cardiac muscle hypertrophy in response to stress","4/903","7/17619",0.000211805345875526,0.0141177007086971,0.0119929152243844,"Errfi1/Atp2b4/Smad3/Lmna",4
"GO:0061448","BP","GO:0061448","connective tissue development","31/903","304/17619",0.00021268003478001,0.0141177007086971,0.0119929152243844,"Trps1/Pum2/Errfi1/Pdgfd/Arid5b/Zfp516/Creb5/Ccn4/Thbs3/Thbs1/Tgfbr2/Tgfb2/Arid5a/Srf/Snai2/Ppard/Por/Smad7/Smad3/Smad1/Ltbp3/Lmna/Ccn1/Fosl2/Ccn2/Ext2/Ext1/Eif2ak3/Egr1/Col6a1/Col11a2",31
